,imdb_id,imdb_rating,imdb_votes,title,year_of_release,genres
0,tt8291224,8.4,35112,Uri: The Surgical Strike,2019,Action|Drama|War
1,tt9472208,4.1,73,Battalion 609,2019,War
2,tt6986710,6.1,5549,The Accidental Prime Minister,2019,Biography|Drama
3,tt8108208,6,1891,Why Cheat India,2019,Crime|Drama
4,tt6028796,7.3,280,Evening Shadows,2018,Drama
5,tt6078866,7.2,1595,Soni,2018,Drama
6,tt5013008,4.2,504,Fraud Saiyaan,2019,Comedy|Drama
7,tt4971258,4.3,295,Bombairiya,2019,Comedy|Crime|Drama
8,tt6903440,6.5,7361,Manikarnika: The Queen of Jhansi,2019,Action|Biography|Drama
9,tt7777196,5.1,2301,Thackeray,2019,Biography|Drama
10,tt8396186,2.8,235,Amavas,2019,Horror|Thriller
11,tt2395469,8.2,22440,Gully Boy,2019,Drama|Music
12,tt9319812,5.6,183,Hum chaar,2019,Drama
13,tt7639372,4.3,4817,Total Dhamaal,2019,Action|Adventure|Comedy
14,tt8108200,7.5,2322,Sonchiriya,2019,Action|Crime|Drama
15,tt8130968,7.9,15499,Badla,2019,Crime|Drama|Mystery
16,tt8055888,7.4,3969,Mard Ko Dard Nahin Hota,2018,Action|Comedy
17,tt7527082,7.7,560,Hamid,2018,Drama
18,tt7778680,6.9,2391,Photograph,2019,Drama|Romance
19,tt9795264,6.7,11,Risknamaa,2019,Thriller
20,tt8207768,6.8,344,Mere Pyare Prime Minister,2018,Drama
21,tt9496212,5.3,124,22 Yards,2019,Sport
22,tt6264938,7.4,10653,Kesari,2019,Action|Drama|History
23,tt9105014,6.8,1335,Notebook,2019,Drama|Romance
24,tt7463730,5.3,1064,Junglee,2019,Action|Adventure
25,tt10017956,7.1,178,Gone Kesh,2019,Drama
26,tt4355838,4.8,56,Albert Pinto Ko Gussa Kyun Aata Hai?,2019,Drama
27,tt8108268,8,5524,The Tashkent Files,2019,Drama|Mystery|Thriller
28,tt6988116,3.6,9106,Kalank,2019,Drama|Romance
29,tt9239772,5.1,158,Setters,2019,Thriller
30,tt7255568,2.5,12671,Student of the Year 2,2019,Drama|Romance|Sport
31,tt9558612,3.3,4484,PM Narendra Modi,2019,Biography|Drama
32,tt8647400,6.6,5387,De De Pyaar De,2019,Comedy|Romance
33,tt8484942,4.4,1449,India's Most Wanted,2019,Action|Thriller
34,tt5525846,5.7,169,Yeh Hai India,2017,Action|Adventure|Drama
35,tt8268972,3.7,153,Khamoshi,2019,Horror|Thriller
36,tt8983202,7.2,20535,Kabir Singh,2019,Drama|Romance
37,tt10324144,8.3,13417,Article 15,2019,Crime|Drama
38,tt8130558,6.8,590,One Day: Justice Delivered,2019,Action|Crime|Thriller
39,tt6862542,7.4,85,Hume Tumse Pyaar Kitna,2019,Action|Drama|Romance
40,tt7485048,8.2,13972,Super 30,2019,Biography|Drama
41,tt8897986,9.4,895,Family of Thakurganj,2019,Action|Drama
42,tt8869978,7.3,5556,Batla House,2019,Action|Drama|Thriller
43,tt8206760,4.8,215,Jhootha Kahin Ka,2019,Comedy
44,tt8108196,6,3269,Judgementall Hai Kya,2019,Comedy|Drama|Thriller
45,tt7189494,6,19,Chicken Curry Law,2019,Drama
46,tt7881524,4.1,676,Arjun Patiala,2019,Action|Comedy
47,tt8785426,4.2,767,Jabariya Jodi,2019,Action|Comedy|Drama
48,tt7228072,7,43,Pranaam,2019,Action|Crime|Drama
49,tt8902990,6.6,1659,The Sky Is Pink,2019,Drama|Family|Romance
50,tt9248972,6.5,7165,Mission Mangal,2019,Drama|History
51,tt6836936,5.5,12049,Saaho,2019,Action|Thriller
52,tt9248940,7.5,4077,Dream Girl,2019,Comedy|Romance
53,tt8144834,8.4,1841,Section 375,2019,Crime|Drama
54,tt8304386,4.1,683,The Zoya Factor,2019,Comedy|Drama|Romance
55,tt6978954,4.6,562,Pal Pal Dil Ke Paas,2019,Action|Drama|Romance
56,tt8706884,6,272,Prassthanam,2019,Action|Drama
57,tt10816510,7.8,777,P Se Pyaar F Se Faraar,2019,Crime|Drama|Romance
58,tt9378950,8.7,1379,Ghost,2019,Horror|Thriller
59,tt9420648,8.2,1369,Bala,2019,Comedy
60,tt11007050,5.7,7,#Yaaram,2019,Comedy|Romance
61,tt7721946,3.3,4572,Housefull 4,2019,Action|Comedy|Fantasy
62,tt8108206,8.9,1902,Saand Ki Aankh,2019,Biography|Drama
63,tt8983180,6.3,596,Made in China,2019,Comedy|Drama
64,tt11046300,8.1,1440,Ujda Chaman,2019,Comedy
65,tt9176260,7.1,51,Bypass Road,2019,Drama|Thriller
66,tt9179426,4.6,34,Satellite Shankar,2019,Action|Drama
67,tt6102396,6.2,1978,Kaalakaandi,2018,Comedy|Thriller
68,tt6275262,5.6,959,Vodka Diaries,2018,Mystery|Thriller
69,tt4335954,5.5,215,My Birthday Song,2018,Thriller
70,tt7723022,3.8,108,Nirdosh,2018,Drama|Mystery|Thriller
71,tt7180544,8.1,5434,The Brawler,2017,Action|Drama|Sport
72,tt6395306,7.6,1503,Union Leader,2017,Drama
73,tt7853242,7.2,6248,Love Per Square Foot,2018,Comedy|Romance
74,tt6774212,5.2,3538,Aiyaary,2018,Action|Thriller
75,tt5935704,7,24550,Padmaavat,2018,Drama|History|Romance
76,tt7617988,7.5,578,Kuchh Bheege Alfaaz,2018,Romance
77,tt7720254,4.4,25,Jaane kyun de yaaron,2018,Drama
78,tt7262178,2.8,380,Veerey Ki Wedding,2018,Comedy|Romance
79,tt7581902,7.1,17378,Sonu Ke Titu Ki Sweety,2018,Comedy|Romance
80,tt5325684,3.3,1203,Hate Story IV,2018,Crime|Drama|Thriller
81,tt6071752,4,289,Dil Juunglee,2018,Comedy|Romance
82,tt4552546,7.1,288,3 Storeys,2018,Drama
83,tt7363076,7.4,13159,Raid,2018,Action|Crime|Drama
84,tt6588966,7.5,8129,Hichki,2018,Comedy|Drama
85,tt7384848,5.7,1642,Missing,2018,Drama|Mystery|Thriller
86,tt6843812,5,7657,Baaghi 2,2018,Action|Thriller
87,tt7700730,7.5,11125,October,2018,Drama|Romance
88,tt7881558,6.2,774,Mercury,2018,Horror|Thriller
89,tt3224288,6.9,1611,Beyond the Clouds,2017,Drama|Family
90,tt7412738,6.2,853,Nanu Ki Jaanu,2018,Comedy|Drama|Horror
91,tt4979110,5.1,205,Daas Dev,2018,Drama|Thriller
92,tt6978268,7,660,Omerta,2017,Action|Biography|Crime
93,tt7098658,7.8,20289,Raazi,2018,Action|Drama|Thriller
94,tt8324474,6.4,289,Hope Aur Hum,2018,Comedy|Drama|Family
95,tt8175968,5.2,252,High Jack,2018,Comedy
96,tt7260848,5.6,182,Khajoor Pe Atke,2018,Comedy
97,tt6826438,7.7,18292,Parmanu: The Story of Pokhran,2018,Action|Drama|History
98,tt8223250,7.7,718,Bioscopewala,2018,Drama
99,tt6129302,7.6,4928,Bhavesh Joshi Superhero,2018,Action|Drama
100,tt8338746,3.7,207,Phamous,2018,Comedy|Crime|Drama
101,tt7431594,2,30038,Race 3,2018,Action|Thriller
102,tt7638344,4.5,8363,Dhadak,2018,Comedy|Drama|Romance
103,tt6452574,7.8,42718,Sanju,2018,Biography|Drama
104,tt7695014,4.3,631,Saheb Biwi Aur Gangster 3,2018,Action|Crime|Drama
105,tt8060624,4.7,748,Prince's Son,2018,Comedy|Romance
106,tt7618184,6.7,12123,Mulk,2018,Drama
107,tt6514010,7,2533,Long Live Brij Mohan,2017,Comedy|Crime|Drama
108,tt7919680,7.5,9436,Karwaan,2018,Comedy|Drama
109,tt6173990,7.3,10081,Gold,2018,Drama|History|Sport
110,tt8202612,5.6,5446,Satyameva Jayate,2018,Action|Thriller
111,tt7881542,4.5,974,Happy Phirr Bhag Jayegi,2018,Comedy
112,tt7722258,4.6,803,Genius,2018,Action|Thriller
113,tt7609114,4.8,887,Yamla Pagla Deewana Phir Se...,2018,Action|Comedy
114,tt8108202,7.7,22671,Stree,2018,Comedy|Horror
115,tt7162758,5.2,729,Paltan,2018,Action|Drama|History
116,tt8011276,7.7,1633,Laila Majnu,2018,Drama|Romance
117,tt2302416,7.1,314,In the Shadows,2017,Drama|Thriller
118,tt8136908,7.2,271,Halkaa,2018,Drama|Family
119,tt8396128,7.2,2931,Pataakha,2018,Action|Comedy|Drama
120,tt7720922,6.1,4169,Batti Gul Meter Chalu,2018,Drama
121,tt3823392,7.4,1048,Love Sonia,2018,Drama
122,tt6923462,7.4,2947,Manto,2018,Biography|Drama
123,tt2802062,4.2,139,Ishqeria,2018,Comedy|Romance
124,tt5474036,6.9,5754,Manmarziyaan,2018,Romance
125,tt8852558,6.9,1820,Mitron,2018,Comedy
126,tt7147540,6.8,5850,Made in India,2018,Comedy|Drama
127,tt6514196,6.6,3859,Baazaar,2018,Crime|Drama|Thriller
128,tt8426854,6.3,1598,Jalebi,2018,Drama
129,tt7526836,5.4,658,FryDay,2018,Comedy
130,tt8239946,8.2,16535,Tumbbad,2018,Drama|Fantasy|Horror
131,tt8427036,5.5,796,Helicopter Eela,2018,Drama
132,tt7607940,1.7,2237,Namaste England,2018,Comedy|Drama|Romance
133,tt8108198,8.4,51615,Andhadhun,2018,Crime|Thriller
134,tt7725596,8,21851,Badhaai Ho,2018,Comedy|Drama
135,tt1971310,3.2,316,5 Weddings,2018,Comedy|Drama|Romance
136,tt7274806,5.6,201,Kaashi in Search of Ganga,2018,Thriller
137,tt2759338,3.8,253,Dassehra,2018,Action|Thriller
138,tt9070934,6.3,50,The Journey of Karma,2018,Drama
139,tt6144958,5.1,55,Jack & Dil,2018,Comedy|Family
140,tt4949324,6.9,1369,Mohalla Assi,2015,Comedy|Drama
141,tt8458202,6.7,1582,Pihu,2018,Drama|Thriller
142,tt2150177,4.1,465,Brother Superhit!,2018,Action|Comedy|Drama
143,tt6747420,5.7,1369,Rajma Chawal,2018,Comedy|Drama|Family
144,tt6527426,5.5,21456,Zero,2018,Comedy|Drama|Romance
145,tt7212726,6.3,15829,Simmba,2018,Action|Comedy|Drama
146,tt5956100,6,19760,Tiger Zinda Hai,2017,Action|Adventure|Thriller
147,tt1806913,4.9,7330,Golmaal Again,2017,Action|Comedy|Fantasy
148,tt5456546,3.8,7418,Twins 2,2017,Action|Comedy
149,tt5764024,5.1,3350,Okay Darling,2017,Drama|Romance
150,tt6334874,4.5,563,Coffee with D,2017,Comedy
151,tt5460276,7.1,22695,Kaabil,2017,Action|Drama|Thriller
152,tt3405236,6.8,37609,Raees,2017,Action|Crime|Drama
153,tt5970844,4,15980,Thugs of Hindostan,2018,Action|Adventure
154,tt6467380,6.8,3960,Hind Ka Napak Ko Jawab,2017,Action|Comedy
155,tt6296236,6.7,2268,Running Shaadi,2017,Comedy|Romance
156,tt6299040,7.6,10332,The Ghazi Attack,2017,Action|Thriller|War
157,tt6467738,6.2,1024,Irada,2017,Drama|Mystery|Thriller
158,tt4909752,5.7,3393,Rangoon,2017,Action|Drama|History
159,tt6499258,5.4,53,Wedding Anniversary,2017,Drama
160,tt5756052,5.6,82,Jeena Isi Ka Naam Hai,2017,Drama
161,tt6277440,6.2,8868,Badrinath Ki Dulhania,2017,Comedy|Drama|Romance
162,tt6206564,7.5,8295,Trapped,2016,Action|Drama|Thriller
163,tt5896934,2.9,304,Aa Gaya Hero,2017,Action
164,tt5046500,5.2,165,Mantra,2017,Drama|Family
165,tt5502766,6.1,3179,Phillauri,2017,Comedy|Drama|Fantasy
166,tt5785200,2.7,636,Machine,2017,Action|Mystery|Romance
167,tt6611040,7.3,51,Bhanwarey,2017,Comedy
168,tt6058394,6.5,1132,Anaarkali of Aarah,2017,Drama
169,tt6170954,6.3,4791,Naam Shabana,2017,Action|Thriller
170,tt5997928,7.1,1487,Hotel Salvation,2016,Comedy|Drama
171,tt5785116,5.5,2347,Begum Jaan,2017,Action|Drama|History
172,tt5775220,4,1287,Noor,2017,Comedy|Drama
173,tt5543746,4.5,321,Maatr,2017,Thriller
174,tt5742874,4.9,1688,Sarkar 3,2017,Action|Crime|Drama
175,tt6642396,6,3309,Jattu Engineer,2017,Comedy
176,tt5474042,4.3,5577,Half Girlfriend,2017,Drama|Romance
177,tt5472374,5.8,3266,Meri Pyaari Bindu,2017,Comedy|Drama|Romance
178,tt4640206,8.6,7239,Sachin,2017,Documentary|Sport
179,tt5764096,7.8,18315,Hindi Medium,2017,Comedy|Drama
180,tt5544662,3.5,212,Sweetiee Weds NRI,2017,Comedy|Drama|Romance
181,tt4552486,3.9,291,Dobaara: See Your Evil,2017,Horror|Mystery
182,tt4493550,5.9,64,Flat 211,2017,Crime|Mystery|Thriller
183,tt6033536,5.2,276,Dear Maya,2017,Drama|Romance
184,tt5542802,4.1,2667,Raabta,2017,Action|Adventure|Drama
185,tt6537508,5.5,1514,Behen Hogi Teri,2017,Comedy
186,tt5882970,4,12911,Tubelight,2017,Drama|War
187,tt3611266,5.9,2164,Bank Chor,2017,Action|Comedy|Thriller
188,tt6349528,5,87,Ek Haseena Thi Ek Deewana Tha,2017,Drama
189,tt4129428,6.4,8162,Jagga Jasoos,2017,Action|Adventure|Comedy
190,tt4287778,4.4,196,Night,2017,Drama|Romance
191,tt4807830,6.8,5583,Lipstick Under My Burkha,2016,Drama
192,tt4307132,8.3,45,G Kutta Se,2017,Drama
193,tt6620324,6,1287,Indu Sarkar,2017,Drama|History|Thriller
194,tt5997666,5.3,17317,Jab Harry Met Sejal,2017,Comedy|Drama|Romance
195,tt6117702,3.4,2396,Munna Michael,2017,Action|Drama|Music
196,tt5785170,7.2,15738,Toilet - Ek Prem Katha,2017,Comedy|Drama
197,tt6272828,5.6,3109,Mubarakan,2017,Comedy|Romance
198,tt6173826,5.4,1279,Guest iin London,2017,Comedy
199,tt6967980,7.5,14907,Bareilly Ki Barfi,2017,Comedy|Romance
200,tt6711660,6.9,1508,Babumoshai Bandookbaaz,2017,Action|Crime|Thriller
201,tt4910010,8.2,28,YADVI: The Dignified Princess,2017,Biography|Drama|History
202,tt5617172,5.7,257,Qaidi Band,2017,Drama|Music
203,tt6971752,6.9,6815,Shubh Mangal Saavdhan,2017,Comedy|Romance
204,tt6080746,8.3,341,Raag Desh,2017,Action|Drama|History
205,tt6926486,6.3,1369,Daddy,2017,Action|Biography|Crime
206,tt6405126,5.3,2681,Simran,2017,Crime|Drama|Thriller
207,tt5697870,6.2,2294,Lucknow Central,2017,Action|Drama|Music
208,tt5613834,6.3,4400,A Gentleman,2017,Action|Comedy
209,tt4977530,6.7,5993,Viceroy's House,2017,Biography|Drama|History
210,tt3209826,3.9,276,Patel Ki Punjabi Shaadi,2017,Comedy
211,tt6484982,7.7,13697,Newton,2017,Drama
212,tt7340684,6.2,40,The Final Exit,2017,Horror
213,tt6265988,5.3,1519,Bhoomi,2017,Action|Drama
214,tt6512784,4.2,976,Haseena Parkar,2017,Biography|Crime|Thriller
215,tt5463608,6.5,13,J.D.,2017,Drama
216,tt2361746,6.4,3144,Haraamkhor,2015,Drama|Romance
217,tt6352548,5.5,1272,Poster Boys,2017,Comedy
218,tt5690142,7.3,7355,Mom,2017,Crime|Drama|Thriller
219,tt5745450,5.7,1781,Chef,2017,Comedy|Drama|Family
220,tt7154994,7.4,69,Ranchi Diaries,2017,Thriller
221,tt7341406,6.4,383,Rukh,2017,Drama|Mystery
222,tt6108090,7.9,17698,Secret Superstar,2017,Drama|Music
223,tt7471004,6.8,1655,The House Next Door,2017,Horror
224,tt6997642,6.9,444,Ribbon,2017,Drama|Family
225,tt7469726,7.6,10334,Shaadi Mein Zaroor Aana,2017,Drama|Family|Romance
226,tt3338188,4.6,140,Jia aur Jia,2017,Drama
227,tt7399470,7,4707,Qarib Qarib Singlle,2017,Comedy|Romance
228,tt5784860,3.7,363,Aksar 2,2017,Crime|Drama|Mystery
229,tt7571718,8,45,Panchlait,2017,Drama
230,tt6791730,7,4027,Tumhari Sulu,2017,Comedy|Drama
231,tt5743888,2.5,250,Julie 2,2017,Drama|Romance
232,tt6143422,8,565,Dark wind,2017,Drama
233,tt7549484,4.5,913,Firangi,2017,Comedy|Drama
234,tt6712014,6.5,4105,Fukrey Returns,2017,Comedy
235,tt2198235,6.5,801,Monsoon Shootout,2013,Action|Crime|Drama
236,tt6471054,7,602,Ajji,2017,Drama
237,tt4600778,6.5,564,Chalk N Duster,2016,Drama
238,tt4659548,6.8,230,Rebellious Flower,2016,Biography|Drama
239,tt4844708,7.4,18,Shackle,2015,Drama
240,tt4387040,8,49498,Airlift,2016,Drama|History
241,tt7722484,3.9,28,Sallu Ki Shaadi,2017,Romance
242,tt5310090,7.6,10507,Saala Khadoos,2016,Action|Drama|Sport
243,tt5290620,1.9,3899,Kyaa Kool Hain Hum 3,2016,Comedy
244,tt3726012,2.3,2343,Mastizaade,2016,Comedy
245,tt7585620,7,77,Dil Jo Na Keh Saka,2017,Romance
246,tt3453964,6.2,126,Jugni,2016,Drama
247,tt4683366,6.4,4707,Ghayal Once Again,2016,Action|Drama
248,tt4399594,5.4,3991,Obsession,2016,Drama|Romance
249,tt4262516,3.1,2622,Sanam Re,2016,Drama|Romance
250,tt4340180,4,62,Direct Ishq,2016,Action|Comedy|Romance
251,tt4979160,3.8,89,Ishq Forever,2016,Romance
252,tt5209420,4.4,511,LoveShhuda,2016,Comedy|Romance
253,tt5286444,7.7,19046,Neerja,2016,Biography|Drama|Thriller
254,tt5121000,7.8,4873,Aligarh,2015,Biography|Drama
255,tt5216810,6,233,Bollywood Diaries,2016,Drama
256,tt5130348,5.8,91,Love Shagun,2016,Comedy|Romance
257,tt5313980,4.3,771,Tere Bin Laden: Dead Or Alive,2016,Comedy
258,tt4979082,5.6,2308,Jai Gangaajal,2016,Crime|Drama
259,tt4900716,7.7,20586,Kapoor & Sons,2016,Comedy|Drama|Romance
260,tt3410408,6.8,6582,Rocky Handsome,2016,Action|Thriller
261,tt5518128,4.3,744,Love Games,2016,Thriller
262,tt3495026,7.1,39877,Fan,2016,Action|Drama|Thriller
263,tt5005684,8.4,4530,Nil Battey Sannata,2015,Drama|Family
264,tt5600714,8,3741,Laal Rang,2016,Action|Crime|Drama
265,tt4864932,5.2,6088,Baaghi,2016,Action|Thriller
266,tt3590416,5.6,163,Global Baba,2016,Thriller
267,tt4505006,6.1,40,Shortcut Safari,2016,Adventure|Drama|Mystery
268,tt2009592,5.7,186,The Blueberry Hunt,2016,Action|Thriller
269,tt2909396,2.9,193,Santa Banta Pvt Ltd,2016,Comedy|Crime|Drama
270,tt2939912,6.7,2317,Traffic,2016,Adventure|Drama|Thriller
271,tt5638500,4.1,1373,1920 London,2016,Horror|Mystery
272,tt4906984,5.8,4887,Azhar,2016,Biography|Drama|Sport
273,tt1890363,6.8,1867,Buddha in a Traffic Jam,2016,Crime|Thriller
274,tt5456810,5.8,6,Murari the Mad Gentleman,2016,Comedy|Drama
275,tt5615116,6.5,277,Dear Dad,2016,Drama|Family
276,tt5743656,6.9,2402,Phobia,2016,Drama|Mystery|Thriller
277,tt5120640,7.2,3778,Sarbjit,2016,Biography|Drama
278,tt5632164,5.3,590,Veerappan,2016,Action|Biography|Crime
279,tt4857886,6.4,1201,Do Lafzon Ki Kahani,2016,Action|Drama|Romance
280,tt4814290,7.2,10451,Te3n,2016,Drama|Mystery|Thriller
281,tt4434004,7.8,23995,Udta Punjab,2016,Action|Crime|Drama
282,tt4581032,5.3,77,Luv U Alia,2015,Family|Romance
283,tt4365060,5.7,357,7 Hours to Go,2016,Crime|Thriller
284,tt5662932,7.3,11202,Raman Raghav 2.0,2016,Crime|Drama|Thriller
285,tt3840534,4.2,610,Junooniyat,2016,Drama|Romance
286,tt4358344,7.3,146,Rough Book,2016,Drama
287,tt4088588,8,3114,Rainbow,2015,Drama
288,tt5760490,5,12,Fredrick,2016,Action|Thriller
289,tt5784778,7.1,16,Dil Toh Deewana Hai,2016,Drama|Romance
290,tt4832640,7,34328,Sultan,2016,Action|Drama|Sport
291,tt5240748,5.6,1575,Brahman Naman,2016,Comedy
292,tt4675030,3.7,2020,Great Grand Masti,2016,Comedy|Drama|Fantasy
293,tt4818930,7.2,1492,Waiting,2015,Drama
294,tt4579982,4.4,83,Ishq Click,2016,Drama|Romance
295,tt2963974,5.7,590,M Cream,2014,Adventure|Comedy|Drama
296,tt5713232,7.5,11411,Madaari,2016,Adventure|Drama|Thriller
297,tt3679060,5.1,5976,Kapow,2016,Action|Adventure|Comedy
298,tt4022278,4.7,572,Fever,2016,Crime|Mystery
299,tt5165344,7.1,20764,Rustom,2016,Crime|Drama|Thriller
300,tt5752458,6.4,17,Hai Apna Dil Toh Awara,2016,Comedy
301,tt3859980,5.7,9764,Mohenjo Daro,2016,Action|Adventure|Drama
302,tt5472758,6.4,4633,Happy Bhag Jayegi,2016,Comedy|Romance
303,tt4642936,5,270,Warrior Savitri,2016,Action|Thriller
304,tt5235880,3.2,3165,A Flying Jatt,2016,Action|Adventure|Comedy
305,tt5197544,5.3,5608,Baar Baar Dekho,2016,Comedy|Drama|Romance
306,tt5943306,4.9,2373,Freaky Ali,2016,Comedy|Sport
307,tt5639388,4.5,1543,Raaz Reboot,2016,Horror|Mystery|Romance
308,tt5571734,8.2,33902,Pink,2016,Drama|Thriller
309,tt3043252,7.6,4287,Parched,2015,Drama
310,tt5755606,5,923,Banjo,2016,Action|Drama|Music
311,tt5909308,7.4,221,Days of Tafree,2016,Comedy
312,tt5928576,6.1,72,Wah Taj,2016,Drama
313,tt4916048,6.8,291,Island City,2015,Drama
314,tt4169250,7.7,29352,M.S. Dhoni: The Untold Story,2016,Biography|Drama|Sport
315,tt6040012,6.9,7323,MSG the Warrior: Lion Heart,2016,Adventure|Fantasy|Sci-Fi
316,tt6041458,5.4,658,Tutak Tutak Tutiya,2016,Comedy|Horror
317,tt6278732,7.5,94,Motu Patlu: King of Kings,2016,Adventure|Comedy
318,tt6118134,4.9,38,Anna,2016,Biography
319,tt3862004,5.5,132,Fuddu,2016,Comedy|Drama
320,tt5637188,5.7,586,Saat Uchakkey,2016,Comedy
321,tt5227468,2.9,354,Beiimaan Love,2016,Drama|Romance|Thriller
322,tt2614722,6.6,1034,Umrika,2015,Comedy|Drama
323,tt3771536,6.2,9161,Shivaay,2016,Action|Drama|Thriller
324,tt6046994,4,135,Dongri Ka Raja,2016,Action|Drama|Romance
325,tt4559006,5.8,18998,Ae Dil Hai Mushkil,2016,Drama|Music|Musical
326,tt5717110,4.8,1028,Tum Bin 2,2016,Drama|Romance
327,tt2137241,5,1768,Rock On 2,2016,Drama|Music
328,tt5156746,6.2,4340,Force 2,2016,Action|Thriller
329,tt5946128,7.6,32790,Dear Zindagi,2016,Drama|Romance
330,tt5108476,3.9,6490,Befikre,2016,Comedy|Drama|Romance
331,tt5343678,5.7,344,Moh Maya Money,2016,Crime|Drama|Thriller
332,tt5752374,5.7,176,Shorgul,2016,Drama
333,tt5933706,3.2,101,Saansein: The Last Breath,2016,Horror|Romance
334,tt4744086,5.8,4853,Ki & Ka,2016,Comedy|Romance
335,tt5638474,4.3,1000,Wajah Tum Ho,2016,Drama|Mystery|Romance
336,tt5074352,8.4,131338,Dangal,2016,Action|Biography|Drama
337,tt4940456,4.6,1581,Mirzya,2016,Action|Adventure|Drama
338,tt3595298,4.6,16087,Prem Ratan Dhan Payo,2015,Action|Drama|Musical
339,tt2140465,7.7,24338,Tanu Weds Manu Returns,2015,Comedy|Drama|Romance
340,tt2140465,7.7,24338,Tanu Weds Manu Returns,2015,Comedy|Drama|Romance
341,tt2140465,7.7,24338,Tanu Weds Manu Returns,2015,Comedy|Drama|Romance
342,tt2140465,7.7,24338,Tanu Weds Manu Returns,2015,Comedy|Drama|Romance
343,tt4386684,5.9,205,31st October,2015,Action|Drama|History
344,tt3679000,5.5,4750,Any Body Can Dance 2,2015,Biography|Drama|Music
345,tt4535650,5.2,29502,Dilwale,2015,Action|Comedy|Romance
346,tt3863552,8,65877,Bajrangi Bhaijaan,2015,Action|Comedy|Drama
347,tt3735246,7.2,29141,Bajirao Mastani,2015,Action|Drama|History
348,tt3159708,4.2,5133,Welcome Back,2015,Action|Comedy|Crime
349,tt3848892,8,49426,Baby,2015,Action|Thriller
350,tt3696192,5.1,6976,Singh Is Bliing,2015,Action|Comedy
351,tt2424988,7.1,21430,Gabbar is Back,2015,Action
352,tt2424988,7.1,21430,Gabbar is Back,2015,Action
353,tt2424988,7.1,21430,Gabbar is Back,2015,Action
354,tt2424988,7.1,21430,Gabbar is Back,2015,Action
355,tt4355892,2.7,18,Mumbai Can Dance Saalaa,2015,Drama
356,tt4271730,3.7,1465,Alone,2015,Horror
357,tt3398048,4.1,2756,Tevar,2015,Action|Drama|Romance
358,tt4373886,5.1,250,Sharafat Gayi Tel Lene,2015,Comedy|Drama|Mystery
359,tt4332114,4.6,2543,Dolly Ki Doli,2015,Comedy|Romance
360,tt4338154,5.5,1501,Hawaizaada,2015,Biography|Drama
361,tt3886444,4,1074,Khamoshiyan,2015,Drama|Horror|Romance
362,tt3337550,7.6,3950,Rahasya,2015,Mystery|Thriller
363,tt2872050,5.4,24,Jai Jawaan Jai Kisaan,2015,Biography|Drama|History
364,tt3836958,6.8,6555,Shamitabh,2015,Drama
365,tt2976182,3.3,6789,Roy,2015,Action|Drama|Mystery
366,tt3678782,7.4,20021,City of Revenge,2015,Action|Crime|Drama
367,tt4094820,5.3,39,Crazy Cukkad Family,2015,Comedy
368,tt4384270,7.8,12,Take It Easy,2015,Drama
369,tt2334779,6.6,737,Qissa: The Tale of a Lonely Ghost,2013,Drama|Fantasy
370,tt2202086,5.8,1194,Ab Tak Chhappan 2,2015,Action|Crime|Thriller
371,tt3495030,7.5,15706,Dum Laga Ke Haisha,2015,Comedy|Drama|Romance
372,tt4501576,2.6,534,Dirty Politics,2015,Drama
373,tt4107858,6,11096,MSG: The Messenger of God,2015,Action|Comedy|Drama
374,tt4511416,4.6,124,Badmashiyaan,2015,Comedy|Romance
375,tt3666258,6.5,98,Coffee Bloom,2015,Drama
376,tt4512230,3.3,119,Hey Bro,2015,Action|Comedy|Drama
377,tt3742284,7.2,11378,NH10,2015,Action|Crime|Drama
378,tt4333674,7,5196,Hunterrr,2015,Comedy|Romance
379,tt3447364,7.6,14674,Detective Byomkesh Bakshy!,2015,Action|Mystery|Thriller
380,tt4594848,6.9,19,Luckhnowi Ishq,2015,Drama
381,tt3717068,7.7,3373,Court,2014,Drama
382,tt2929690,7.2,3045,Margarita with a Straw,2014,Drama
383,tt4500734,3.7,1578,Ek Paheli Leela,2015,Mystery|Romance|Thriller
384,tt4556848,5.1,283,Barkhaa,2015,Drama|Romance
385,tt3848938,3.7,1554,Mr. X,2015,Action|Crime|Sci-Fi
386,tt4671212,3,31,NH-8: Road to Nidhivan,2015,Horror
387,tt2800452,3.8,163,Dilliwaali Zaalim Girlfriend,2015,Comedy|Drama
388,tt4354740,6.2,1822,Dharam Sankat Mein,2015,Comedy
389,tt2962230,3.9,109,Kaagaz Ke Fools,2015,Comedy
390,tt4272420,2.5,707,Kuch Kuch Locha Hai,2015,Comedy|Drama
391,tt3767372,7.6,25692,Piku,2015,Comedy|Drama
392,tt2979920,5.7,5116,Bombay Velvet,2015,Action|Crime|Drama
393,tt4110568,6.8,13084,Dil Dhadakne Do,2015,Comedy|Drama|Romance
394,tt4023852,4.3,1013,Welcome 2 Karachi,2015,Action|Comedy|War
395,tt3255586,3.9,67,P Se PM Tak,2015,Comedy|Drama
396,tt2585654,4.5,6,Mere Genie Uncle,2015,Comedy
397,tt3483612,6.7,4788,Hamari Adhuri Kahani,2015,Drama|Romance
398,tt4707940,5.4,300,Miss Tanakpur Haazir Ho,2015,Comedy|Crime|Family
399,tt4541102,4.9,130,Uvaa,2015,Comedy|Drama
400,tt4581722,6.7,49,Ishq Ke Parindey,2015,Music|Romance
